task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
16,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,5,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate table 5,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_table_5
17,Background Textures,2,3,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,8,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate table 8,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_table_8
18,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,9,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate table 9,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_table_9
19,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,12,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 12,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_12
20,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,18,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 18,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_18
21,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,2,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 2,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_2
22,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,20,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 20,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_20
23,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,21,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 21,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_21
24,Background Textures,2,3,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,22,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 22,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_22
25,Background Textures,2,3,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,5,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 5,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_5
26,Background Textures,2,3,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,6,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 6,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_6
27,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,7,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 7,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_7
28,Background Textures,1,4,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,,,,,,,,,,9,,,,pick up the black bowl between the plate and the ramekin and place it on the plate,pick up the black bowl between the plate and the ramekin and place it on the plate tb 9,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_tb_9
29,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,11,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 11,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_11
30,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,12,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 12,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_12
31,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,13,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 13,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_13
32,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,14,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 14,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_14
33,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,15,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 15,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_15
34,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,16,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 16,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_16
35,Background Textures,1,4,pick_up_the_black_bowl_from,,,,,,,,,,17,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 17,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_17
36,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,18,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 18,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_18
37,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,19,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 19,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_19
38,Background Textures,1,4,pick_up_the_black_bowl_from,,,,,,,,,,20,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 20,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_20
39,Background Textures,1,4,pick_up_the_black_bowl_from,,,,,,,,,,21,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 21,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_21
40,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,22,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 22,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_22
41,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,23,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 23,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_23
42,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,24,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 24,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_24
43,Background Textures,1,4,pick_up_the_black_bowl_from,,,,,,,,,,25,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 25,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_25
44,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,26,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 26,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_26
45,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,27,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 27,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_27
46,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,3,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 3,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_3
47,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,4,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 4,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_4
48,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,5,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 5,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_5
49,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,6,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 6,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_6
50,Background Textures,1,4,pick_up_the_black_bowl_from,,,,,,,,,,7,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 7,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_7
51,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,8,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate table 8,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_table_8
52,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,1,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 1,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_1
53,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,10,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 10,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_10
54,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,11,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 11,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_11
55,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,12,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 12,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_12
56,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,13,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 13,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_13
57,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,14,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 14,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_14
58,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,15,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 15,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_15
59,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,16,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 16,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_16
60,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,17,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 17,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_17
61,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,18,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 18,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_18
62,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,19,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 19,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_19
63,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,2,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_2
64,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,20,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 20,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_20
65,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,21,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 21,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_21
66,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,22,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 22,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_22
67,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,23,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 23,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_23
68,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,3,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 3,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_3
69,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,4,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 4,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_4
70,Background Textures,4,1,pick_up_the_black_bowl_from,,,,,,,,,,5,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 5,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_5
71,Background Textures,2,3,pick_up_the_black_bowl_from,,,,,,,,,,6,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 6,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_6
72,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,7,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 7,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_7
73,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,8,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 8,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_8
74,Background Textures,3,2,pick_up_the_black_bowl_from,,,,,,,,,,9,,,,pick up the black bowl from,pick up the black bowl from table center and place it on the plate tb 9,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_tb_9
75,Background Textures,1,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,12,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 12,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_12
76,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,15,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 15,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_15
77,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,17,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 17,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_17
78,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,19,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 19,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_19
79,Background Textures,3,2,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,2,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 2,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_2
80,Background Textures,1,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,22,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 22,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_22
81,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,23,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 23,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_23
82,Background Textures,3,2,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,24,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 24,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_24
83,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,25,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 25,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_25
84,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,26,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 26,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_26
85,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,27,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 27,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_27
86,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,3,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_3
87,Background Textures,4,1,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,4,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_4
88,Background Textures,1,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,5,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 5,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_5
89,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,7,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 7,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_7
90,Background Textures,1,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,8,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 8,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_8
91,Background Textures,1,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,9,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate table 9,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_table_9
92,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,1,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate tb 1,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_tb_1
93,Background Textures,2,3,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,,,,,,,,,12,,,,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate tb 12,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_tb_12
